Text,Sentiment
Side note: Nelson Peltz (Trian) actually designed the new HNZ ketchup packets. Wendy's is one Peltz's fav investment.,Positive
BAC Euro-zone GDP plunge stokes rate-cut expectations  ,Negative
DE looking for a bounce,Positive
"FIO Hedge Funds Are Buying These 4 Oversold, Highly Shorted Stocks With Troubling Sales Trends  ONG",Positive
the last two times I saw Warren Buffett he told me to 'Catch p' ....i just thought I was slow! .... ahhhhh hnz,Positive
COH 52w low...,Negative
"eal estate on fire this morning wit GY and Z, Z only up 4 since the open #NewMomoStocks",Positive
"AFFY oversold.  etter is precaution, not a death sentence.",Positive
HTZ Great relative strength today in red tape.  This wants 19+!,Positive
"SYNT full year 2012 revs +13%, EPS +51% vs 2011",Positive
EAP being sat on at 6.58 by large sell blocks - maybe some people need out of shorts?,Positive
AFFY unbelievable round trip!,Positive
"SWI still acting sluggishly but not invalidating yet, hanging in  ",Positive
"SWY - long late night checkout line was funny last night - all men with last minute Valentines flowers, cards & candy  - did you get yours?",Positive
MCP so much for my 7 puts... at least I have common stock! SC here we come!!! ,Positive
GMC upside volume low but confirmed strong support beneath  ,Positive
"OCN closing off its highs recently, but volume remains on upside, no damage done yet  ",Positive
news on NS?,Negative
NS aggressive put buying in Feb options,Negative
"GS continues higher - a great ex. of buying right and sitting tight, allowing your winners to run  ",Positive
NS breaks below the triangle,Negative
The Harbor - ValuePlays | ValuePlays  HHC XOM FB M DDS GGP,Positive
user Me too but NFX has been kicking my A!,Negative
"NFX daily had the buy, its in extreme overbought so up should slow down but orange EH is power.  ",Positive
SWKS ong Setup (Triggered):   ,Positive
user: SWKS ong Setup (Triggered):   ,Positive
SFY - Now that's a pretty Short Stroke forming.,Positive
SFY - Now that's a pretty Short Stroke forming.  ,Positive
INVN is a tough one to figure out & trade short term. I'm in long term so I brush off the intraday volatility,Positive
"ed Weekly Triangle on AMPE,....pdating  ",Positive
user Nice JVA Super ed,Positive
"Sold partial SKX It is in a bear market you make most of your money, you just don't know it then aising ",Positive
AAP weak... no volume..,Negative
ACX Fidelity now owns 2.981%. XV BBH,Positive
WFM fibs say here  or 81.67  ,Positive
"BAC altho vol during formation not ideal, still a saucer nonetheless & possible C-n-H. Trend clear  ",Positive
CT declining 22 % after a dividend cut of 26 %.,Negative
HNZ do you guys think it will fill the gap?,Negative
VXY IVAN buy SPW after a minor pullback - 14.70 target,Positive
AAP 65mins Bear Flags  ,Negative
SEV needs a little bump to get it moving up again.,Positive
CST - 150% avg daily volume. ooks good for higher. Next resistance is gapfill.   ,Positive
OVTI eclipsed yesterday's highs...16.50 initial tgt  ,Positive
HA from morning follow up - best new mover from watch list today with volume of 145% ave full day   ,Positive
ES_F Hedges rotating into Junk stocks like Solars and squeezing them FS SPW - Sign of End of QE Inflation ally?,Negative
Halliburton having a monster day. The Evil Empire wins again. HA,Positive
W looking nice,Positive
ADM 50ma crossing above 200ma,Positive
"AN ooks like that pullback entry worked, now lets see the action.",Positive
SPW seeing a bearish divergence forming.  on watch for a flush to short.,Negative
VVS at the highs  ,Positive
Solar stocks are ripping. SPW up 20% and FS up 7% and Trending  ,Positive
call vol has tempted me in! :) ONNN,Positive
GPN is breaking out !! Tiger Global aised Stake in Groupon from 1.3M Shares to 65M Shares  ,Positive
"AN technicals turning positive. SI rising, MACD crossover. Cleared 50EMA.  ",Positive
SPW short 12.33,Negative
HF entry 18.34 stop 17.55  ,Positive
PPHM  Going down to 0.69 ouch...,Negative
"GPN indeed has broken out of 9 mo base with min next upside target of 6.12/16 if hurdled and sustained, 6.50/55 with 7.50 med term outlier",Positive
BAC Sell-Off of the day begin !,Negative
2013 ooks Bright for .S. New Vehicle Sales - Blog Posts by Tom ibby | . . Polk F GM TM HMC,Positive
"user I agree it's accumulation, but on SHOT term I'm bearish and on long term I'm bullish on BAC",Negative
GEVO still holding for breakout !!,Positive
SPW covered 12.12 not trusting it for a swing.  will watch for another short tomorrow,Negative
agree user: hedge funds sold AAP in Q4. We'll see if it was a smart move or they dumped the stock in a panic. I say the latter,Positive
PPHM 3 million shares stuck in a squeeze. Disinfo agents already appearing! user  ,Positive
VHC looks ready to go...really tight range last few days  ,Positive
WOW! WFM. Bearish past 86.72,Negative
TSA this is why electic cars will go mainstream soon  ,Positive
NVDA rebounded strongly today on pretty heavy volume and might be on the way up again.  ,Positive
GEVO The volume is still large so it could potentially break out again at any moment.  ,Positive
user check out CNN reporters finishing up successful TSA drive from DC to Boston.  Prob have cameras in car  ,Positive
Selling ICE Short check out my video analysis  ,Negative
"WT Bullish signal (initial confirmation) pushing above the 200 day average, for the 1st time since July of 2011.  ",Positive
"ES,TF,YM,SPY,IWM,DIA, Hurricane FAGS are P!   Another warning lite...  ",Negative
Told you on SPW  I still target 16 and higher  ,Positive
ADS breakout   ,Positive
HNZ Another American Institution sold to foreign interests as SA is gutted. Buffett has 0 management power over 3G.  ,Negative
GD SV NEM ABX AY - The Price of Gold plunges to six-month low    ,Negative
COMPQ SPX IND AIG KFT AEP  Futures traded in red with an eye on the G-20   ,Negative
"T user DDD & SSYS working on left side of new bases. Wait patiently for them to form & better price action, as entry is everything.",Positive
Hot Stock today - QIK OPXA MAKO DAA,Positive
Market Wrap Video + Additions to Watch ist  including: AEG CAM DMND DC FT SFY ZOT,Positive
GD SV NEM ABX AY P DZZ - The Price of Gold plunges to six-month low  ,Negative
PreMarket Most Advanced: QIK GTAT IEP MEKO WTSA QGEN TIBX ATM ZNGA JB,Positive
today could be the beginning for a MSFT run! (no pos),Positive
going to full position in M,Positive
M currently above resistance this morning  ,Positive
"54 Short Ideas to prepare for the next correction,  BID SV GD FXE PB WTW FCX CF MNST Starting to tighten.",Negative
GEVO Good breakout on high volume.  Possibly a nice long trade for a 30-40 cents profit,Positive
SWY - added to long,Positive
anad long 2.61 flag breakout.  ,Positive
user: NTI buying 8.80 -8.83 - BYING MOE 8.87 -8.90 - magic 9 test,Positive
ATVI short with a tight stop.,Negative
SHW keep eye on this one - poised to breakout to new highs  ,Positive
PCYC strong winning trade since Wednesday up 10+ since (holding)  ,Positive
Equities esearch Morning post at my home page SSYS DDD,Negative
SHD - Coiling snake,Positive
user I was early...but right on! thanks for lookin out ! ssys,Negative
user I want to frame this post u sent me....you may have been only one to read it lol ssys,Negative
TIP - p fill the gap,Positive
"EXAS nice pattern, maybe trying to break out of this handle or wedge   ",Positive
GOOG stopped out of half --,Positive
FS alert update: I suggest selling at least half again booking profits over 36% thanks again FS,Positive
DDD - Breaks 50 day.... Stops at 50,Negative
SSYS - 65 or 60... pick your winner...,Negative
It really wants it. user: ZGNX...C'MON 1.60 + PINT  ,Positive
BAC 11.95 could be the pin today !,Negative
ZNGA 3.22 better be holding!!!,Positive
user: Why is BAC falling? Montlu OPEX and Pullback of OVerall Market,Negative
"IPHI ....that would be called a spike, lol, in at .49",Positive
N found buyers near its rising 50dma and it is looking to resume its uptrend  ,Positive
I was out today so missed it but CAY from watch list did well on vol of 197% of ave full day   ,Positive
GME big volume coming in,Positive
FT another watch list added yesterday that triggered today has volume of 55% of full day average   ,Positive
QCO made like 3 points scalping this today!!!!!!!!!!!!!!!,Positive
user: BAC accidentally bought the dip ->Now Close r Eyes Till end of March ;-) Or buy more on EOD Should Close 11.95 12.00 Opex,Negative
Nice share.... user: AMZN intraday short explaination.  ,Negative
SWY pretty lame selling SWY because WMT sold horse meat in Europe. TH SPY,Positive
SBX breaking down from ascending channel. 54.57 gap close  ,Negative
QCO Questcor ises On nusually High Volume (QCO),Positive
AAP note +4 on 30 min opening range this morning short. Still moving lower.   ,Negative
SBX gap close...that was fast,Negative
"WMT Wal-Mart on report of slow February sales: Often see internal communications that are not entirely accurate. -2,8 %at this time.",Negative
DIS staying pretty strong on the board through that market dump,Positive
APO good volume bounce; entry 22.19 stop 20.50  ,Positive
DV Pulling back to breakout point. Needs to hold the 2 area. Strong Bullish trend still intact.  ,Positive
What??? No! How is this possible? ;) user: Payroll taxes eating WMT lunch.,Negative
I have a feeling the last 10 minutes of today's close are going to be interesting for NX.,Positive
VXY Short again - GS just downgraded volatility into June,Negative
HF - looks like icahn will be losing 100 times of his schmuck insurance that he waged war with ackman or his total NFX profit so far,Negative
Canadian MTY.CA much better choice than CMG #valueinvesting,Positive
"WMT Scared over an e-mail? Ha, in on this for the bounce back.",Positive
"ed Daily Triangle on SONC,.....Open ong at 10.99",Positive
CF  #cliff the Head & Shoulder still thinks it's right!  ,Negative
QCO  5 Stocks ising on nusual Volume,Positive
SGY broke down its 50EMA & trendline support on increased volume and selling pressure.  ,Negative
"DDD - still an 11% gain for year but shedding profits, look for a base to build (could be months)  ",Positive
MITK - been waiting for pullback since 4.00 not happening now looks to go thru 5.00 great company,Positive
MITK perfect example of cup and handle breakout from 4 to 5 - EVC has this pattern now,Positive
"CWST long 4.67, Ascending triangle, 4.65 touched several times,4.66 high. 200SMA 4.80'sh - magnet  ",Positive
"BIOF looking very strong, I would like to see a pullback to re-enter.  ",Positive
"ZOOM long .76, looking for continuation/momo  ",Positive
BCD price is holding above recent breakout area. Technicals look good.  ,Positive
Keep an eye on this bull flag on VZ Over 45 would be buy trigger.   ,Positive
Google will open its own stores by the end of 2013 GOOG #bull,Positive
ltra ever dry will boost TEK in the next few months....,Positive
DVAX buzz around this stock now - will be in play Tuesday with news limited downside big upside,Positive
AAP - Series of lower highs. ooks like it wants to retest the recent lows.   ,Negative
EA if price doesn't hold above 9SMA then 16.71 is the next support.   ,Positive
FFIV - Worked off overbought levels quickly after testing the top side of this long term base.  Gap fill at 99.05. Ascending triangle.,Positive
V - Tested the 50ema & working out of this bull flag. Expecting a test of recent highs.   ,Positive
PIP breakout at 1.48 and then again at 1.70   ,Positive
"SANW read thru eps and cc. Nothing fancy, just steady execution of a plan. The best is yet to come. Some patience required",Positive
SANW to get a management team like this for such a small operation is unusual. Grewal is building a monster in a smart manner.,Positive
SANW btw I am not a buyer here. I already own a lot. I will add on pullback. I think there is a point in the future where this rockets,Positive
"MTG Major resistance at 2.80 which is Fib level and 20 day MA. if you are long, good luck.  ",Negative
DVAX tempted to increase position on Tue,Positive
"Shorts Tues, most I stalk have 1 - 4 days inside base or bounce after red kicker ACCO BT DMD EY GMX GO HAO NPSP OEH OZM TEO",Negative
EBAY Nice consolidation since break out after earnings. Waiting for break out above 57.27..   ,Positive
HPQ NVDA QCOM umored HP tablet could use Tegra 4 chip and Android as its OS  ,Positive
SWY :  bought long-term calls.,Positive
"AAP broke 10 & 20 day MA's on Friday,acts dreky, support levels seem to be in 10 chunks to 430   ",Negative
CJES C&J Energy: ook For The pward Trend to continue  ,Positive
SPW Interesting analysis and speculation of share price.  ,Positive
"SSYS short/medium term trend is down. Next major support is at 64.72, its 200-day EMA.  ",Negative
NKD target 150 - 12 points to be made on downside start short scaling here,Negative
PETM - ooks weak. Next support level is 63.40ish.   ,Negative
